"id","han_ji","chu_im","freq","siann","un","tiau","old_chu_im","sni_siann","sni_un"
7939,"降","kang3",,"k","ang",3,"kang3","求","江"
7940,"洚","kang3",,"k","ang",3,"kang3","求","江"
7941,"𩯲","chhang3",,"chh","ang",3,"tshang3","出","江"
7942,"剝","pak4",,"p","ak",4,"pak4","邊","江"
7943,"駁","pak4",,"p","ak",4,"pak4","邊","江"
7944,"角","kak4",,"k","ak",4,"kak4","求","江"
7945,"桷","kak4",,"k","ak",4,"kak4","求","江"
7946,"捔","kak4",,"k","ak",4,"kak4","求","江"
7947,"覺","kak4",,"k","ak",4,"kak4","求","江"
7948,"珏","kak4",,"k","ak",4,"kak4","求","江"
7949,"榷","kak4",,"k","ak",4,"kak4","求","江"
7950,"屩","kak4",,"k","ak",4,"kak4","求","江"
7951,"確","khak4",,"kh","ak",4,"khak4","去","江"
7952,"确","khak4",,"kh","ak",4,"khak4","去","江"
7953,"傕","khak4",,"kh","ak",4,"khak4","去","江"
7954,"俈","khak4",,"kh","ak",4,"khak4","去","江"
7955,"嚳","khak4",,"kh","ak",4,"khak4","去","江"
7956,"殼","khak4",,"kh","ak",4,"khak4","去","江"
7957,"壳","khak4",,"kh","ak",4,"khak4","去","江"
7958,"慤","khak4",,"kh","ak",4,"khak4","去","江"
7959,"愨","khak4",,"kh","ak",4,"khak4","去","江"
7960,"恪","khak4",,"kh","ak",4,"khak4","去","江"
7961,"沃","qak4",,"q","ak",4,"ak4","英","江"
7962,"偓","qak4",,"q","ak",4,"ak4","英","江"
7963,"握","qak4",,"q","ak",4,"ak4","英","江"
7964,"幄","qak4",,"q","ak",4,"ak4","英","江"
7965,"喔","qak4",,"q","ak",4,"ak4","英","江"
7966,"渥","qak4",,"q","ak",4,"ak4","英","江"
7967,"齷","qak4",,"q","ak",4,"ak4","英","江"
7968,"鋈","qak4",,"q","ak",4,"ak4","英","江"
7969,"厖","bang5",,"b","ang",5,"bang5","門","江"
7970,"尨","bang5",,"b","ang",5,"bang5","門","江"
7971,"哤","bang5",,"b","ang",5,"bang5","門","江"
7972,"龐","bang5",,"b","ang",5,"bang5","門","江"
7973,"仰","gang5",,"g","ang",5,"gang5","語","江"
7974,"昂","gang5",,"g","ang",5,"gang5","語","江"
7975,"杭","hang5",,"h","ang",5,"hang5","喜","江"
7976,"降","hang5",,"h","ang",5,"hang5","喜","江"
7977,"桁","hang5",,"h","ang",5,"hang5","喜","江"
7978,"𠶬","lang7",,"l","ang",7,"lang7","柳","江"
7979,"棒","pang7",,"p","ang",7,"pang7","邊","江"
7980,"蚌","pang7",,"p","ang",7,"pang7","邊","江"
7981,"項","hang7",,"h","ang",7,"hang7","喜","江"
7982,"巷","hang7",,"h","ang",7,"hang7","喜","江"
7983,"嗀","khak8",,"kh","ak",8,"khak8","去","江"
7984,"㱿","khak8",,"kh","ak",8,"khak8","去","江"
7985,"岳","gak8",,"g","ak",8,"gak8","語","江"
7986,"樂","gak8",,"g","ak",8,"gak8","語","江"
7987,"嶽","gak8",,"g","ak",8,"gak8","語","江"
7988,"鸑","gak8",,"g","ak",8,"gak8","語","江"
7989,"𨿁","gak8",,"g","ak",8,"gak8","語","江"
7990,"學","hak8",,"h","ak",8,"hak8","喜","江"
7991,"斛","hak8",,"h","ak",8,"hak8","喜","江"
7992,"𥀣","hak8",,"h","ak",8,"hak8","喜","江"
7993,"礐","hak8",,"h","ak",8,"hak8","喜","江"
7994,"拈","liam1",,"l","iam",1,"liam1","柳","兼"
7995,"兼","kiam1",,"k","iam",1,"kiam1","求","兼"
7996,"蒹","kiam1",,"k","iam",1,"kiam1","求","兼"
7997,"鶼","kiam1",,"k","iam",1,"kiam1","求","兼"
7998,"縑","kiam1",,"k","iam",1,"kiam1","求","兼"
7999,"緘","kiam1",,"k","iam",1,"kiam1","求","兼"
8000,"謙","khiam1",,"kh","iam",1,"khiam1","去","兼"
8001,"沾","tiam1",,"t","iam",1,"tiam1","地","兼"
8002,"佔","tiam1",,"t","iam",1,"tiam1","地","兼"
8003,"霑","tiam1",,"t","iam",1,"tiam1","地","兼"
8004,"添","thiam1",,"th","iam",1,"thiam1","他","兼"
8005,"沗","thiam1",,"th","iam",1,"thiam1","他","兼"
8006,"占","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8007,"佔","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8008,"覘","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8009,"𠌲","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8010,"瞻","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8011,"詹","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8012,"尖","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8013,"鮎","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8014,"針","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8015,"苫","chiam1",,"ch","iam",1,"tsiam1","曾","兼"
8016,"摻","siam1",,"s","iam",1,"siam1","時","兼"
8017,"纖","siam1",,"s","iam",1,"siam1","時","兼"
8018,"韱","siam1",,"s","iam",1,"siam1","時","兼"
8019,"痁","siam1",,"s","iam",1,"siam1","時","兼"
8020,"銛","siam1",,"s","iam",1,"siam1","時","兼"
8021,"憸","siam1",,"s","iam",1,"siam1","時","兼"
8022,"奄","qiam1",,"q","iam",1,"iam1","英","兼"
8023,"偣","qiam1",,"q","iam",1,"iam1","英","兼"
8024,"淹","qiam1",,"q","iam",1,"iam1","英","兼"
8025,"醃","qiam1",,"q","iam",1,"iam1","英","兼"
8026,"厭","qiam1",,"q","iam",1,"iam1","英","兼"
8027,"懕","qiam1",,"q","iam",1,"iam1","英","兼"
8028,"饜","qiam1",,"q","iam",1,"iam1","英","兼"
8029,"猒","qiam1",,"q","iam",1,"iam1","英","兼"
8030,"閹","qiam1",,"q","iam",1,"iam1","英","兼"
8031,"僉","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8032,"籤","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8033,"簽","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8034,"笘","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8035,"殲","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8036,"襜","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8037,"幨","chhiam1",,"chh","iam",1,"tshiam1","出","兼"
8038,"杴","hiam1",,"h","iam",1,"hiam1","喜","兼"
8039,"忺","hiam1",,"h","iam",1,"hiam1","喜","兼"
8040,"㽐","hiam1",,"h","iam",1,"hiam1","喜","兼"
8041,"𥟕","hiam1",,"h","iam",1,"hiam1","喜","兼"
8042,"鍁","hiam1",,"h","iam",1,"hiam1","喜","兼"
8043,"歛","liam2",,"l","iam",2,"liam2","柳","兼"
8044,"斂","liam2",,"l","iam",2,"liam2","柳","兼"
8045,"㶑","liam2",,"l","iam",2,"liam2","柳","兼"
8046,"瀲","liam2",,"l","iam",2,"liam2","柳","兼"
8047,"蘝","liam2",,"l","iam",2,"liam2","柳","兼"
8048,"蘞","liam2",,"l","iam",2,"liam2","柳","兼"
8049,"臉","liam2",,"l","iam",2,"liam2","柳","兼"
8050,"膁","liam2",,"l","iam",2,"liam2","柳","兼"
8051,"減","kiam2",,"k","iam",2,"kiam2","求","兼"
8052,"减","kiam2",,"k","iam",2,"kiam2","求","兼"
8053,"檢","kiam2",,"k","iam",2,"kiam2","求","兼"
8054,"撿","kiam2",,"k","iam",2,"kiam2","求","兼"
8055,"錽","kiam2",,"k","iam",2,"kiam2","求","兼"
8056,"鋄","kiam2",,"k","iam",2,"kiam2","求","兼"
8057,"𠊭","khiam2",,"kh","iam",2,"khiam2","去","兼"
8058,"歉","khiam2",,"kh","iam",2,"khiam2","去","兼"
8059,"慊","khiam2",,"kh","iam",2,"khiam2","去","兼"
8060,"嗛","khiam2",,"kh","iam",2,"khiam2","去","兼"
8061,"謙","khiam2",,"kh","iam",2,"khiam2","去","兼"
8062,"槏","khiam2",,"kh","iam",2,"khiam2","去","兼"
8063,"點","tiam2",,"t","iam",2,"tiam2","地","兼"
8064,"忝","thiam2",,"th","iam",2,"thiam2","他","兼"
8065,"餂","thiam2",,"th","iam",2,"thiam2","他","兼"
8066,"諂","thiam2",,"th","iam",2,"thiam2","他","兼"
8067,"𤲖","thiam2",,"th","iam",2,"thiam2","他","兼"
8068,"颭","chiam2",,"ch","iam",2,"tsiam2","曾","兼"
8069,"染","jiam2",,"j","iam",2,"jiam2","入","兼"
8070,"冉","jiam2",,"j","iam",2,"jiam2","入","兼"
8071,"苒","jiam2",,"j","iam",2,"jiam2","入","兼"
8072,"冄","jiam2",,"j","iam",2,"jiam2","入","兼"
8073,"閃","siam2",,"s","iam",2,"siam2","時","兼"
8074,"陝","siam2",,"s","iam",2,"siam2","時","兼"
8075,"剡","siam2",,"s","iam",2,"siam2","時","兼"
8076,"掞","siam2",,"s","iam",2,"siam2","時","兼"
8077,"广","siam2",,"s","iam",2,"siam2","時","兼"
8078,"掩","qiam2",,"q","iam",2,"iam2","英","兼"
8079,"揜","qiam2",,"q","iam",2,"iam2","英","兼"
8080,"奄","qiam2",,"q","iam",2,"iam2","英","兼"
8081,"罨","qiam2",,"q","iam",2,"iam2","英","兼"
8082,"渰","qiam2",,"q","iam",2,"iam2","英","兼"
8083,"黶","qiam2",,"q","iam",2,"iam2","英","兼"
8084,"靨","qiam2",,"q","iam",2,"iam2","英","兼"
8085,"魘","qiam2",,"q","iam",2,"iam2","英","兼"
8086,"扊","qiam2",,"q","iam",2,"iam2","英","兼"
8087,"琰","qiam2",,"q","iam",2,"iam2","英","兼"
8088,"弇","qiam2",,"q","iam",2,"iam2","英","兼"
8089,"儼","giam2",,"g","iam",2,"giam2","語","兼"
8090,"槧","chhiam2",,"chh","iam",2,"tshiam2","出","兼"
8091,"𨗦","chhiam2",,"chh","iam",2,"tshiam2","出","兼"
8092,"鐕","chhiam2",,"chh","iam",2,"tshiam2","出","兼"
8093,"險","hiam2",,"h","iam",2,"hiam2","喜","兼"
8094,"獫","hiam2",,"h","iam",2,"hiam2","喜","兼"
8095,"玁","hiam2",,"h","iam",2,"hiam2","喜","兼"
8096,"捻","liam3",,"l","iam",3,"liam3","柳","兼"
8097,"劍","kiam3",,"k","iam",3,"kiam3","求","兼"
8098,"劔","kiam3",,"k","iam",3,"kiam3","求","兼"
8099,"欠","khiam3",,"kh","iam",3,"khiam3","去","兼"
8100,"芡","khiam3",,"kh","iam",3,"khiam3","去","兼"
8101,"慊","khiam3",,"kh","iam",3,"khiam3","去","兼"
8102,"店","tiam3",,"t","iam",3,"tiam3","地","兼"
8103,"佔","tiam3",,"t","iam",3,"tiam3","地","兼"
8104,"覘","tiam3",,"t","iam",3,"tiam3","地","兼"
8105,"玷","tiam3",,"t","iam",3,"tiam3","地","兼"
8106,"坫","tiam3",,"t","iam",3,"tiam3","地","兼"
8107,"墊","tiam3",,"t","iam",3,"tiam3","地","兼"
8108,"㝪","tiam3",,"t","iam",3,"tiam3","地","兼"
8109,"㮇","thiam3",,"th","iam",3,"thiam3","他","兼"
8110,"栝","thiam3",,"th","iam",3,"thiam3","他","兼"
8111,"㐁","thiam3",,"th","iam",3,"thiam3","他","兼"
8112,"𠀬","thiam3",,"th","iam",3,"thiam3","他","兼"
8113,"占","chiam3",,"ch","iam",3,"tsiam3","曾","兼"
8114,"佔","chiam3",,"ch","iam",3,"tsiam3","曾","兼"
8115,"厭","qiam3",,"q","iam",3,"iam3","英","兼"
8116,"俺","qiam3",,"q","iam",3,"iam3","英","兼"
8117,"檿","qiam3",,"q","iam",3,"iam3","英","兼"
8118,"饜","qiam3",,"q","iam",3,"iam3","英","兼"
8119,"掞","qiam3",,"q","iam",3,"iam3","英","兼"
8120,"淹","qiam3",,"q","iam",3,"iam3","英","兼"
8121,"驗","giam3",,"g","iam",3,"giam3","語","兼"
8122,"騐","giam3",,"g","iam",3,"giam3","語","兼"
8123,"僭","chhiam3",,"chh","iam",3,"tshiam3","出","兼"
8124,"僣","chhiam3",,"chh","iam",3,"tshiam3","出","兼"
8125,"𧻒","hiam3",,"h","iam",3,"hiam3","喜","兼"
8126,"喊","hiam3",,"h","iam",3,"hiam3","喜","兼"
8127,"聶","liap4",,"l","iap",4,"liap4","柳","兼"
8128,"囁","liap4",,"l","iap",4,"liap4","柳","兼"
8129,"懾","liap4",,"l","iap",4,"liap4","柳","兼"
8130,"鬛","liap4",,"l","iap",4,"liap4","柳","兼"
8131,"儠","liap4",,"l","iap",4,"liap4","柳","兼"
8132,"慴","liap4",,"l","iap",4,"liap4","柳","兼"
8133,"摺","liap4",,"l","iap",4,"liap4","柳","兼"
8134,"涅","liap4",,"l","iap",4,"liap4","柳","兼"
8135,"湼","liap4",,"l","iap",4,"liap4","柳","兼"
8136,"捏","liap4",,"l","iap",4,"liap4","柳","兼"
8137,"拉","liap4",,"l","iap",4,"liap4","柳","兼"
8138,"攝","liap4",,"l","iap",4,"liap4","柳","兼"
8139,"躡","liap4",,"l","iap",4,"liap4","柳","兼"
8140,"俠","kiap4",,"k","iap",4,"kiap4","求","兼"
8141,"𠉨","kiap4",,"k","iap",4,"kiap4","求","兼"
8142,"劫","kiap4",,"k","iap",4,"kiap4","求","兼"
8143,"刧","kiap4",,"k","iap",4,"kiap4","求","兼"
8144,"夾","kiap4",,"k","iap",4,"kiap4","求","兼"
8145,"頰","kiap4",,"k","iap",4,"kiap4","求","兼"
8146,"筴","kiap4",,"k","iap",4,"kiap4","求","兼"
8147,"莢","kiap4",,"k","iap",4,"kiap4","求","兼"
8148,"郟","kiap4",,"k","iap",4,"kiap4","求","兼"
8149,"鋏","kiap4",,"k","iap",4,"kiap4","求","兼"
8150,"蛺","kiap4",,"k","iap",4,"kiap4","求","兼"
8151,"篋","kiap4",,"k","iap",4,"kiap4","求","兼"
8152,"愜","kiap4",,"k","iap",4,"kiap4","求","兼"
8153,"峽","kiap4",,"k","iap",4,"kiap4","求","兼"
8154,"梜","kiap4",,"k","iap",4,"kiap4","求","兼"
8155,"袷","kiap4",,"k","iap",4,"kiap4","求","兼"
8156,"胛","kiap4",,"k","iap",4,"kiap4","求","兼"
8157,"怯","khiap4",,"kh","iap",4,"khiap4","去","兼"
8158,"㹤","khiap4",,"kh","iap",4,"khiap4","去","兼"
8159,"輒","tiap4",,"t","iap",4,"tiap4","地","兼"
8160,"輙","tiap4",,"t","iap",4,"tiap4","地","兼"
8161,"尐","tiap4",,"t","iap",4,"tiap4","地","兼"
8162,"帖","thiap4",,"th","iap",4,"thiap4","他","兼"
8163,"貼","thiap4",,"th","iap",4,"thiap4","他","兼"
8164,"接","chiap4",,"ch","iap",4,"tsiap4","曾","兼"
8165,"汁","chiap4",,"ch","iap",4,"tsiap4","曾","兼"
8166,"睫","chiap4",,"ch","iap",4,"tsiap4","曾","兼"
8167,"𥇒","chiap4",,"ch","iap",4,"tsiap4","曾","兼"
8168,"澀","siap4",,"s","iap",4,"siap4","時","兼"
8169,"澁","siap4",,"s","iap",4,"siap4","時","兼"
8170,"𢡉","siap4",,"s","iap",4,"siap4","時","兼"
8171,"霎","siap4",,"s","iap",4,"siap4","時","兼"
8172,"攝","siap4",,"s","iap",4,"siap4","時","兼"
8173,"唊","siap4",,"s","iap",4,"siap4","時","兼"
8174,"曄","qiap4",,"q","iap",4,"iap4","英","兼"
8175,"燁","qiap4",,"q","iap",4,"iap4","英","兼"
8176,"饁","qiap4",,"q","iap",4,"iap4","英","兼"
8177,"妾","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8178,"竊","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8179,"窃","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8180,"㑙","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8181,"𠉪","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8182,"偞","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8183,"熁","chhiap4",,"chh","iap",4,"tshiap4","出","兼"
8184,"廉","liam5",,"l","iam",5,"liam5","柳","兼"
8185,"簾","liam5",,"l","iam",5,"liam5","柳","兼"
8186,"濂","liam5",,"l","iam",5,"liam5","柳","兼"
8187,"臁","liam5",,"l","iam",5,"liam5","柳","兼"
8188,"鐮","liam5",,"l","iam",5,"liam5","柳","兼"
8189,"𢅏","liam5",,"l","iam",5,"liam5","柳","兼"
8190,"帘","liam5",,"l","iam",5,"liam5","柳","兼"
8191,"奩","liam5",,"l","iam",5,"liam5","柳","兼"
8192,"拈","liam5",,"l","iam",5,"liam5","柳","兼"
8193,"黏","liam5",,"l","iam",5,"liam5","柳","兼"
8194,"粘","liam5",,"l","iam",5,"liam5","柳","兼"
8195,"簷","liam5",,"l","iam",5,"liam5","柳","兼"
8196,"蘞","liam5",,"l","iam",5,"liam5","柳","兼"
8197,"𨱫","kiam5",,"k","iam",5,"kiam5","求","兼"
8198,"仱","khiam5",,"kh","iam",5,"khiam5","去","兼"
8199,"拑","khiam5",,"kh","iam",5,"khiam5","去","兼"
8200,"箝","khiam5",,"kh","iam",5,"khiam5","去","兼"
8201,"鉗","khiam5",,"kh","iam",5,"khiam5","去","兼"
8202,"鉆","khiam5",,"kh","iam",5,"khiam5","去","兼"
8203,"鈐","khiam5",,"kh","iam",5,"khiam5","去","兼"
8204,"黔","khiam5",,"kh","iam",5,"khiam5","去","兼"
8205,"黚","khiam5",,"kh","iam",5,"khiam5","去","兼"
8206,"恬","tiam5",,"t","iam",5,"tiam5","地","兼"
8207,"甜","tiam5",,"t","iam",5,"tiam5","地","兼"
8208,"甛","tiam5",,"t","iam",5,"tiam5","地","兼"
8209,"沉","tiam5",,"t","iam",5,"tiam5","地","兼"
8210,"潛","chiam5",,"ch","iam",5,"tsiam5","曾","兼"
8211,"潜","chiam5",,"ch","iam",5,"tsiam5","曾","兼"
8212,"燖","chiam5",,"ch","iam",5,"tsiam5","曾","兼"
8213,"蟾","siam5",,"s","iam",5,"siam5","時","兼"
8214,"炎","qiam5",,"q","iam",5,"iam5","英","兼"
8215,"鹽","qiam5",,"q","iam",5,"iam5","英","兼"
8216,"塩","qiam5",,"q","iam",5,"iam5","英","兼"
8217,"閻","qiam5",,"q","iam",5,"iam5","英","兼"
8218,"閆","qiam5",,"q","iam",5,"iam5","英","兼"
8219,"檐","qiam5",,"q","iam",5,"iam5","英","兼"
8220,"𣡶","qiam5",,"q","iam",5,"iam5","英","兼"
8221,"𤉌","biam5",,"b","iam",5,"biam5","門","兼"
8222,"嚴","giam5",,"g","iam",5,"giam5","語","兼"
8223,"釅","giam5",,"g","iam",5,"giam5","語","兼"
8224,"巖","giam5",,"g","iam",5,"giam5","語","兼"
8225,"岩","giam5",,"g","iam",5,"giam5","語","兼"
8226,"棎","chhiam5",,"chh","iam",5,"tshiam5","出","兼"
8227,"㔆","chhiam5",,"chh","iam",5,"tshiam5","出","兼"
8228,"嫌","hiam5",,"h","iam",5,"hiam5","喜","兼"
8229,"念","liam7",,"l","iam",7,"liam7","柳","兼"
8230,"𢗁","liam7",,"l","iam",7,"liam7","柳","兼"
8231,"唸","liam7",,"l","iam",7,"liam7","柳","兼"
8232,"殮","liam7",,"l","iam",7,"liam7","柳","兼"
8233,"鐱","kiam7",,"k","iam",7,"kiam7","求","兼"
8234,"儉","khiam7",,"kh","iam",7,"khiam7","去","兼"
8235,"簟","tiam7",,"t","iam",7,"tiam7","地","兼"
8236,"𣒂","tiam7",,"t","iam",7,"tiam7","地","兼"
8237,"𨼮","thiam7",,"th","iam",7,"thiam7","他","兼"
8238,"暫","chiam7",,"ch","iam",7,"tsiam7","曾","兼"
8239,"漸","chiam7",,"ch","iam",7,"tsiam7","曾","兼"
8240,"賺","chiam7",,"ch","iam",7,"tsiam7","曾","兼"
8241,"𡜉","jiam7",,"j","iam",7,"jiam7","入","兼"
8242,"贍","siam7",,"s","iam",7,"siam7","時","兼"
8243,"暹","siam7",,"s","iam",7,"siam7","時","兼"
8244,"豔","qiam7",,"q","iam",7,"iam7","英","兼"
8245,"艷","qiam7",,"q","iam",7,"iam7","英","兼"
8246,"灧","qiam7",,"q","iam",7,"iam7","英","兼"
8247,"焰","qiam7",,"q","iam",7,"iam7","英","兼"
8248,"燄","qiam7",,"q","iam",7,"iam7","英","兼"
8249,"焱","qiam7",,"q","iam",7,"iam7","英","兼"
8250,"姭","hiam7",,"h","iam",7,"hiam7","喜","兼"
8251,"粒","liap8",,"l","iap",8,"liap8","柳","兼"
8252,"㘝","liap8",,"l","iap",8,"liap8","柳","兼"
8253,"疊","tiap8",,"t","iap",8,"tiap8","地","兼"
8254,"叠","tiap8",,"t","iap",8,"tiap8","地","兼"
8255,"㲲","tiap8",,"t","iap",8,"tiap8","地","兼"
8256,"㥈","tiap8",,"t","iap",8,"tiap8","地","兼"
8257,"牒","tiap8",,"t","iap",8,"tiap8","地","兼"
8258,"蝶","tiap8",,"t","iap",8,"tiap8","地","兼"
8259,"諜","tiap8",,"t","iap",8,"tiap8","地","兼"
8260,"渫","tiap8",,"t","iap",8,"tiap8","地","兼"
8261,"堞","tiap8",,"t","iap",8,"tiap8","地","兼"
8262,"蹀","tiap8",,"t","iap",8,"tiap8","地","兼"
8263,"韘","tiap8",,"t","iap",8,"tiap8","地","兼"
8264,"喋","tiap8",,"t","iap",8,"tiap8","地","兼"
8265,"倢","chiap8",,"ch","iap",8,"tsiap8","曾","兼"
8266,"顳","jiap8",,"j","iap",8,"jiap8","入","兼"
8267,"涉","siap8",,"s","iap",8,"siap8","時","兼"
8268,"揲","siap8",,"s","iap",8,"siap8","時","兼"
8269,"葉","qiap8",,"q","iap",8,"iap8","英","兼"
8270,"偞","qiap8",,"q","iap",8,"iap8","英","兼"
8271,"楪","qiap8",,"q","iap",8,"iap8","英","兼"
8272,"頁","qiap8",,"q","iap",8,"iap8","英","兼"
8273,"業","giap8",,"g","iap",8,"giap8","語","兼"
8274,"𠄅","giap8",,"g","iap",8,"giap8","語","兼"
8275,"鄴","giap8",,"g","iap",8,"giap8","語","兼"
8276,"䌜","giap8",,"g","iap",8,"giap8","語","兼"
8277,"俠","hiap8",,"h","iap",8,"hiap8","喜","兼"
8278,"挾","hiap8",,"h","iap",8,"hiap8","喜","兼"
8279,"狹","hiap8",,"h","iap",8,"hiap8","喜","兼"
8280,"洽","hiap8",,"h","iap",8,"hiap8","喜","兼"
8281,"劦","hiap8",,"h","iap",8,"hiap8","喜","兼"
8282,"協","hiap8",,"h","iap",8,"hiap8","喜","兼"
8283,"恊","hiap8",,"h","iap",8,"hiap8","喜","兼"
8284,"叶","hiap8",,"h","iap",8,"hiap8","喜","兼"
8285,"勰","hiap8",,"h","iap",8,"hiap8","喜","兼"
8286,"愶","hiap8",,"h","iap",8,"hiap8","喜","兼"
8287,"脅","hiap8",,"h","iap",8,"hiap8","喜","兼"
8288,"胁","hiap8",,"h","iap",8,"hiap8","喜","兼"
8289,"佬","lau1",,"l","au",1,"lau1","柳","交"
8290,"包","pau1",,"p","au",1,"pau1","邊","交"
8291,"笣","pau1",,"p","au",1,"pau1","邊","交"
8292,"胞","pau1",,"p","au",1,"pau1","邊","交"
8293,"勹","pau1",,"p","au",1,"pau1","邊","交"
8294,"郊","kau1",,"k","au",1,"kau1","求","交"
8295,"咬","kau1",,"k","au",1,"kau1","求","交"
8296,"交","kau1",,"k","au",1,"kau1","求","交"
8297,"蛟","kau1",,"k","au",1,"kau1","求","交"
8298,"鮫","kau1",,"k","au",1,"kau1","求","交"
8299,"膠","kau1",,"k","au",1,"kau1","求","交"
8300,"鵁","kau1",,"k","au",1,"kau1","求","交"
8301,"嘐","kau1",,"k","au",1,"kau1","求","交"
8302,"𥹜","kau1",,"k","au",1,"kau1","求","交"
8303,"茭","kau1",,"k","au",1,"kau1","求","交"
8304,"敲","khau1",,"kh","au",1,"khau1","去","交"
8305,"鬮","khau1",,"kh","au",1,"khau1","去","交"
8306,"墝","khau1",,"kh","au",1,"khau1","去","交"
8307,"磽","khau1",,"kh","au",1,"khau1","去","交"
8308,"尻","khau1",,"kh","au",1,"khau1","去","交"
8309,"兜","tau1",,"t","au",1,"tau1","地","交"
8310,"兠","tau1",,"t","au",1,"tau1","地","交"
8311,"拋","phau1",,"ph","au",1,"phau1","頗","交"
8312,"抛","phau1",,"ph","au",1,"phau1","頗","交"
8313,"泡","phau1",,"ph","au",1,"phau1","頗","交"
8314,"胞","phau1",,"ph","au",1,"phau1","頗","交"
8315,"櫇","phau1",,"ph","au",1,"phau1","頗","交"
8316,"𣠜","chau1",,"ch","au",1,"tsau1","曾","交"
8317,"捎","sau1",,"s","au",1,"sau1","時","交"
8318,"梢","sau1",,"s","au",1,"sau1","時","交"
8319,"弰","sau1",,"s","au",1,"sau1","時","交"
8320,"鞘","sau1",,"s","au",1,"sau1","時","交"
8321,"蛸","sau1",,"s","au",1,"sau1","時","交"
8322,"誚","sau1",,"s","au",1,"sau1","時","交"
8323,"嘲","sau1",,"s","au",1,"sau1","時","交"
8324,"坳","qau1",,"q","au",1,"au1","英","交"
8325,"凹","qau1",,"q","au",1,"au1","英","交"
8326,"䁱","qau1",,"q","au",1,"au1","英","交"
8327,"瞘","qau1",,"q","au",1,"au1","英","交"
8328,"鈔","chhau1",,"chh","au",1,"tshau1","出","交"
8329,"抄","chhau1",,"chh","au",1,"tshau1","出","交"
8330,"樔","chhau1",,"chh","au",1,"tshau1","出","交"
8331,"繅","chhau1",,"chh","au",1,"tshau1","出","交"
8332,"繰","chhau1",,"chh","au",1,"tshau1","出","交"
8333,"䜈","chhau1",,"chh","au",1,"tshau1","出","交"
8334,"勦","chhau1",,"chh","au",1,"tshau1","出","交"
8335,"侾","hau1",,"h","au",1,"hau1","喜","交"
8336,"哮","hau1",,"h","au",1,"hau1","喜","交"
8337,"痚","hau1",,"h","au",1,"hau1","喜","交"
8338,"窙","hau1",,"h","au",1,"hau1","喜","交"
8339,"虓","hau1",,"h","au",1,"hau1","喜","交"
8340,"烋","hau1",,"h","au",1,"hau1","喜","交"
8341,"嘐","hau1",,"h","au",1,"hau1","喜","交"
8342,"荖","lau2",,"l","au",2,"lau2","柳","交"
8343,"咾","lau2",,"l","au",2,"lau2","柳","交"
8344,"撓","lau2",,"l","au",2,"lau2","柳","交"
8345,"飽","pau2",,"p","au",2,"pau2","邊","交"
8346,"狡","kau2",,"k","au",2,"kau2","求","交"
8347,"佼","kau2",,"k","au",2,"kau2","求","交"
8348,"姣","kau2",,"k","au",2,"kau2","求","交"
8349,"絞","kau2",,"k","au",2,"kau2","求","交"
8350,"𤶀","kau2",,"k","au",2,"kau2","求","交"
8351,"巧","khau2",,"kh","au",2,"khau2","去","交"
8352,"𦐸","phau2",,"ph","au",2,"phau2","頗","交"
8353,"𢾐","sau2",,"s","au",2,"sau2","時","交"
8354,"拗","qau2",,"q","au",2,"au2","英","交"
8355,"敺","qau2",,"q","au",2,"au2","英","交"
8356,"媪","qau2",,"q","au",2,"au2","英","交"
8357,"媼","qau2",,"q","au",2,"au2","英","交"
8358,"卯","bau2",,"b","au",2,"bau2","門","交"
8359,"昴","bau2",,"b","au",2,"bau2","門","交"
8360,"夘","bau2",,"b","au",2,"bau2","門","交"
8361,"茆","bau2",,"b","au",2,"bau2","門","交"
8362,"炒","chhau2",,"chh","au",2,"tshau2","出","交"
8363,"謅","chhau2",,"chh","au",2,"tshau2","出","交"
8364,"𩈎","chhau2",,"chh","au",2,"tshau2","出","交"
8365,"教","kau3",,"k","au",3,"kau3","求","交"
8366,"敎","kau3",,"k","au",3,"kau3","求","交"
8367,"較","kau3",,"k","au",3,"kau3","求","交"
8368,"珓","kau3",,"k","au",3,"kau3","求","交"
8369,"筊","kau3",,"k","au",3,"kau3","求","交"
