"id","han_ji","chu_im","freq","siann","un","tiau","old_chu_im","sni_siann","sni_un"
467,"馴","sun5",,"s","un",5,"sun5","時","君"
468,"殉","sun5",,"s","un",5,"sun5","時","君"
469,"䋸","sun5",,"s","un",5,"sun5","時","君"
470,"槆","sun5",,"s","un",5,"sun5","時","君"
471,"杊","sun5",,"s","un",5,"sun5","時","君"
472,"純","sun5",,"s","un",5,"sun5","時","君"
473,"焞","sun5",,"s","un",5,"sun5","時","君"
474,"沄","qun5",,"q","un",5,"un5","英","君"
475,"澐","qun5",,"q","un",5,"un5","英","君"
476,"縜","qun5",,"q","un",5,"un5","英","君"
477,"文","bun5",,"b","un",5,"bun5","門","君"
478,"旻","bun5",,"b","un",5,"bun5","門","君"
479,"雯","bun5",,"b","un",5,"bun5","門","君"
480,"紋","bun5",,"b","un",5,"bun5","門","君"
481,"捫","bun5",,"b","un",5,"bun5","門","君"
482,"門","bun5",,"b","un",5,"bun5","門","君"
483,"聞","bun5",,"b","un",5,"bun5","門","君"
484,"䎹","bun5",,"b","un",5,"bun5","門","君"
485,"穈","bun5",,"b","un",5,"bun5","門","君"
486,"亹","bun5",,"b","un",5,"bun5","門","君"
487,"𩑥","bun5",,"b","un",5,"bun5","門","君"
488,"輑","gun5",,"g","un",5,"gun5","語","君"
489,"犚","gun5",,"g","un",5,"gun5","語","君"
490,"㑮","hun5",,"h","un",5,"hun5","喜","君"
491,"墳","hun5",,"h","un",5,"hun5","喜","君"
492,"幩","hun5",,"h","un",5,"hun5","喜","君"
493,"汾","hun5",,"h","un",5,"hun5","喜","君"
494,"渾","hun5",,"h","un",5,"hun5","喜","君"
495,"濆","hun5",,"h","un",5,"hun5","喜","君"
496,"枌","hun5",,"h","un",5,"hun5","喜","君"
497,"蕡","hun5",,"h","un",5,"hun5","喜","君"
498,"痕","hun5",,"h","un",5,"hun5","喜","君"
499,"瘒","hun5",,"h","un",5,"hun5","喜","君"
500,"羵","hun5",,"h","un",5,"hun5","喜","君"
501,"朌","hun5",,"h","un",5,"hun5","喜","君"
502,"頒","hun5",,"h","un",5,"hun5","喜","君"
503,"焚","hun5",,"h","un",5,"hun5","喜","君"
504,"緄","hun5",,"h","un",5,"hun5","喜","君"
505,"餛","hun5",,"h","un",5,"hun5","喜","君"
506,"魂","hun5",,"h","un",5,"hun5","喜","君"
507,"㮯","hun5",,"h","un",5,"hun5","喜","君"
508,"雲","hun5",,"h","un",5,"hun5","喜","君"
509,"論","lun7",,"l","un",7,"lun7","柳","君"
510,"崙","lun7",,"l","un",7,"lun7","柳","君"
511,"崘","lun7",,"l","un",7,"lun7","柳","君"
512,"笨","pun7",,"p","un",7,"pun7","邊","君"
513,"㤓","pun7",,"p","un",7,"pun7","邊","君"
514,"体","pun7",,"p","un",7,"pun7","邊","君"
515,"𥭒","pun7",,"p","un",7,"pun7","邊","君"
516,"郡","kun7",,"k","un",7,"kun7","求","君"
517,"㖥","kun7",,"k","un",7,"kun7","求","君"
518,"遁","tun7",,"t","un",7,"tun7","地","君"
519,"腯","tun7",,"t","un",7,"tun7","地","君"
520,"屯","tun7",,"t","un",7,"tun7","地","君"
521,"偱","tun7",,"t","un",7,"tun7","地","君"
522,"遯","tun7",,"t","un",7,"tun7","地","君"
523,"沌","tun7",,"t","un",7,"tun7","地","君"
524,"鈍","tun7",,"t","un",7,"tun7","地","君"
525,"坉","thun7",,"th","un",7,"thun7","他","君"
526,"銌","chun7",,"ch","un",7,"tsun7","曾","君"
527,"潤","7-Jun",,"j","un",7,"2022/6/7 00:00","入","君"
528,"㠈","7-Jun",,"j","un",7,"2022/6/7 00:00","入","君"
529,"閏","7-Jun",,"j","un",7,"2022/6/7 00:00","入","君"
530,"媆","7-Jun",,"j","un",7,"2022/6/7 00:00","入","君"
531,"嫰","7-Jun",,"j","un",7,"2022/6/7 00:00","入","君"
532,"順","sun7",,"s","un",7,"sun7","時","君"
533,"運","qun7",,"q","un",7,"un7","英","君"
534,"暈","qun7",,"q","un",7,"un7","英","君"
535,"緷","qun7",,"q","un",7,"un7","英","君"
536,"鄆","qun7",,"q","un",7,"un7","英","君"
537,"韻","qun7",,"q","un",7,"un7","英","君"
538,"韵","qun7",,"q","un",7,"un7","英","君"
539,"問","bun7",,"b","un",7,"bun7","門","君"
540,"們","bun7",,"b","un",7,"bun7","門","君"
541,"聞","bun7",,"b","un",7,"bun7","門","君"
542,"悶","bun7",,"b","un",7,"bun7","門","君"
543,"紊","bun7",,"b","un",7,"bun7","門","君"
544,"汶","bun7",,"b","un",7,"bun7","門","君"
545,"謴","gun7",,"g","un",7,"gun7","語","君"
546,"𨥓","gun7",,"g","un",7,"gun7","語","君"
547,"捘","chhun7",,"chh","un",7,"tshun7","出","君"
548,"混","hun7",,"h","un",7,"hun7","喜","君"
549,"俒","hun7",,"h","un",7,"hun7","喜","君"
550,"分","hun7",,"h","un",7,"hun7","喜","君"
551,"渾","hun7",,"h","un",7,"hun7","喜","君"
552,"溷","hun7",,"h","un",7,"hun7","喜","君"
553,"慁","hun7",,"h","un",7,"hun7","喜","君"
554,"侓","lut8",,"l","ut",8,"lut8","柳","君"
555,"律","lut8",,"l","ut",8,"lut8","柳","君"
556,"𢫫","lut8",,"l","ut",8,"lut8","柳","君"
557,"𢯰","lut8",,"l","ut",8,"lut8","柳","君"
558,"嵂","lut8",,"l","ut",8,"lut8","柳","君"
559,"膟","lut8",,"l","ut",8,"lut8","柳","君"
560,"𥼁","lut8",,"l","ut",8,"lut8","柳","君"
561,"繂","lut8",,"l","ut",8,"lut8","柳","君"
562,"訥","lut8",,"l","ut",8,"lut8","柳","君"
563,"勃","put8",,"p","ut",8,"put8","邊","君"
564,"侼","put8",,"p","ut",8,"put8","邊","君"
565,"浡","put8",,"p","ut",8,"put8","邊","君"
566,"渤","put8",,"p","ut",8,"put8","邊","君"
567,"孛","put8",,"p","ut",8,"put8","邊","君"
568,"郣","put8",,"p","ut",8,"put8","邊","君"
569,"鵓","put8",,"p","ut",8,"put8","邊","君"
570,"艴","put8",,"p","ut",8,"put8","邊","君"
571,"𩗓","put8",,"p","ut",8,"put8","邊","君"
572,"鋍","put8",,"p","ut",8,"put8","邊","君"
573,"馞","put8",,"p","ut",8,"put8","邊","君"
574,"𡋯","put8",,"p","ut",8,"put8","邊","君"
575,"挬","put8",,"p","ut",8,"put8","邊","君"
576,"滑","kut8",,"k","ut",8,"kut8","求","君"
577,"愲","kut8",,"k","ut",8,"kut8","求","君"
578,"汩","kut8",,"k","ut",8,"kut8","求","君"
579,"崛","kut8",,"k","ut",8,"kut8","求","君"
580,"僪","kut8",,"k","ut",8,"kut8","求","君"
581,"倔","kut8",,"k","ut",8,"kut8","求","君"
582,"掘","kut8",,"k","ut",8,"kut8","求","君"
583,"猾","kut8",,"k","ut",8,"kut8","求","君"
584,"磆","kut8",,"k","ut",8,"kut8","求","君"
585,"鶻","kut8",,"k","ut",8,"kut8","求","君"
586,"𣮈","khut8",,"kh","ut",8,"khut8","去","君"
587,"淈","khut8",,"kh","ut",8,"khut8","去","君"
588,"㭾","khut8",,"kh","ut",8,"khut8","去","君"
589,"突","tut8",,"t","ut",8,"tut8","地","君"
590,"揬","tut8",,"t","ut",8,"tut8","地","君"
591,"𠊲","tut8",,"t","ut",8,"tut8","地","君"
592,"𡼿","tut8",,"t","ut",8,"tut8","地","君"
593,"朮","tut8",,"t","ut",8,"tut8","地","君"
594,"秫","tut8",,"t","ut",8,"tut8","地","君"
595,"凸","tut8",,"t","ut",8,"tut8","地","君"
596,"祋","tut8",,"t","ut",8,"tut8","地","君"
597,"嚉","tut8",,"t","ut",8,"tut8","地","君"
598,"咄","tut8",,"t","ut",8,"tut8","地","君"
599,"淈","tut8",,"t","ut",8,"tut8","地","君"
600,"𥹸","phut8",,"ph","ut",8,"phut8","頗","君"
601,"餑","phut8",,"ph","ut",8,"phut8","頗","君"
602,"荸","phut8",,"ph","ut",8,"phut8","頗","君"
603,"崒","chut8",,"ch","ut",8,"tsut8","曾","君"
604,"𦬸","chut8",,"ch","ut",8,"tsut8","曾","君"
605,"誶","chut8",,"ch","ut",8,"tsut8","曾","君"
606,"秫","chut8",,"ch","ut",8,"tsut8","曾","君"
607,"椊","chut8",,"ch","ut",8,"tsut8","曾","君"
608,"述","sut8",,"s","ut",8,"sut8","時","君"
609,"術","sut8",,"s","ut",8,"sut8","時","君"
610,"䢤","sut8",,"s","ut",8,"sut8","時","君"
611,"勿","but8",,"b","ut",8,"but8","門","君"
612,"圽","but8",,"b","ut",8,"but8","門","君"
613,"岉","but8",,"b","ut",8,"but8","門","君"
614,"𢪱","but8",,"b","ut",8,"but8","門","君"
615,"没","but8",,"b","ut",8,"but8","門","君"
616,"沒","but8",,"b","ut",8,"but8","門","君"
617,"物","but8",,"b","ut",8,"but8","門","君"
618,"莈","but8",,"b","ut",8,"but8","門","君"
619,"芴","but8",,"b","ut",8,"but8","門","君"
620,"殁","but8",,"b","ut",8,"but8","門","君"
621,"兀","gut8",,"g","ut",8,"gut8","語","君"
622,"仡","gut8",,"g","ut",8,"gut8","語","君"
623,"㐳","gut8",,"g","ut",8,"gut8","語","君"
624,"屼","gut8",,"g","ut",8,"gut8","語","君"
625,"扤","gut8",,"g","ut",8,"gut8","語","君"
626,"杌","gut8",,"g","ut",8,"gut8","語","君"
627,"卼","gut8",,"g","ut",8,"gut8","語","君"
628,"佛","hut8",,"h","ut",8,"hut8","喜","君"
629,"𠏹","hut8",,"h","ut",8,"hut8","喜","君"
630,"岪","hut8",,"h","ut",8,"hut8","喜","君"
631,"核","hut8",,"h","ut",8,"hut8","喜","君"
632,"紇","hut8",,"h","ut",8,"hut8","喜","君"
633,"𦨡","hut8",,"h","ut",8,"hut8","喜","君"
634,"𠶹","hut8",,"h","ut",8,"hut8","喜","君"
635,"坲","hut8",,"h","ut",8,"hut8","喜","君"
636,"便","pian1",,"p","ian",1,"pian1","邊","堅"
6175,"萵","qo1",,"q","o",1,"o1","英","高"
637,"編","pian1",,"p","ian",1,"pian1","邊","堅"
638,"鞭","pian1",,"p","ian",1,"pian1","邊","堅"
639,"邊","pian1",,"p","ian",1,"pian1","邊","堅"
640,"籩","pian1",,"p","ian",1,"pian1","邊","堅"
641,"𠐈","pian1",,"p","ian",1,"pian1","邊","堅"
642,"堅","kian1",,"k","ian",1,"kian1","求","堅"
643,"慳","kian1",,"k","ian",1,"kian1","求","堅"
644,"鞬","kian1",,"k","ian",1,"kian1","求","堅"
645,"䭈","kian1",,"k","ian",1,"kian1","求","堅"
646,"肩","kian1",,"k","ian",1,"kian1","求","堅"
647,"犍","kian1",,"k","ian",1,"kian1","求","堅"
648,"豜","kian1",,"k","ian",1,"kian1","求","堅"
649,"愆","khian1",,"kh","ian",1,"khian1","去","堅"
650,"幵","khian1",,"kh","ian",1,"khian1","去","堅"
651,"开","khian1",,"kh","ian",1,"khian1","去","堅"
652,"搴","khian1",,"kh","ian",1,"khian1","去","堅"
653,"褰","khian1",,"kh","ian",1,"khian1","去","堅"
654,"騫","khian1",,"kh","ian",1,"khian1","去","堅"
655,"牽","khian1",,"kh","ian",1,"khian1","去","堅"
656,"鏗","khian1",,"kh","ian",1,"khian1","去","堅"
657,"諐","khian1",,"kh","ian",1,"khian1","去","堅"
658,"顛","tian1",,"t","ian",1,"tian1","地","堅"
659,"傎","tian1",,"t","ian",1,"tian1","地","堅"
660,"巔","tian1",,"t","ian",1,"tian1","地","堅"
661,"癲","tian1",,"t","ian",1,"tian1","地","堅"
662,"瘨","tian1",,"t","ian",1,"tian1","地","堅"
663,"偏","phian1",,"ph","ian",1,"phian1","頗","堅"
664,"扁","phian1",,"ph","ian",1,"phian1","頗","堅"
665,"篇","phian1",,"ph","ian",1,"phian1","頗","堅"
666,"艑","phian1",,"ph","ian",1,"phian1","頗","堅"
667,"蹁","phian1",,"ph","ian",1,"phian1","頗","堅"
668,"翩","phian1",,"ph","ian",1,"phian1","頗","堅"
669,"天","thian1",,"th","ian",1,"thian1","他","堅"
670,"𠀡","thian1",,"th","ian",1,"thian1","他","堅"
671,"𠀘","thian1",,"th","ian",1,"thian1","他","堅"
672,"靝","thian1",,"th","ian",1,"thian1","他","堅"
673,"䒶","thian1",,"th","ian",1,"thian1","他","堅"
674,"𦬞","thian1",,"th","ian",1,"thian1","他","堅"
675,"亶","chian1",,"ch","ian",1,"tsian1","曾","堅"
676,"偂","chian1",,"ch","ian",1,"tsian1","曾","堅"
677,"邅","chian1",,"ch","ian",1,"tsian1","曾","堅"
678,"鸇","chian1",,"ch","ian",1,"tsian1","曾","堅"
679,"氈","chian1",,"ch","ian",1,"tsian1","曾","堅"
680,"氊","chian1",,"ch","ian",1,"tsian1","曾","堅"
681,"毡","chian1",,"ch","ian",1,"tsian1","曾","堅"
682,"鱣","chian1",,"ch","ian",1,"tsian1","曾","堅"
683,"饘","chian1",,"ch","ian",1,"tsian1","曾","堅"
684,"飦","chian1",,"ch","ian",1,"tsian1","曾","堅"
685,"栴","chian1",,"ch","ian",1,"tsian1","曾","堅"
686,"旃","chian1",,"ch","ian",1,"tsian1","曾","堅"
687,"煎","chian1",,"ch","ian",1,"tsian1","曾","堅"
688,"箋","chian1",,"ch","ian",1,"tsian1","曾","堅"
689,"牋","chian1",,"ch","ian",1,"tsian1","曾","堅"
690,"𣝕","chian1",,"ch","ian",1,"tsian1","曾","堅"
691,"戔","chian1",,"ch","ian",1,"tsian1","曾","堅"
692,"羶","chian1",,"ch","ian",1,"tsian1","曾","堅"
693,"綫","chian1",,"ch","ian",1,"tsian1","曾","堅"
694,"仙","sian1",,"s","ian",1,"sian1","時","堅"
695,"僊","sian1",,"s","ian",1,"sian1","時","堅"
696,"苮","sian1",,"s","ian",1,"sian1","時","堅"
697,"先","sian1",,"s","ian",1,"sian1","時","堅"
698,"鮮","sian1",,"s","ian",1,"sian1","時","堅"
699,"鱻","sian1",,"s","ian",1,"sian1","時","堅"
700,"羴","sian1",,"s","ian",1,"sian1","時","堅"
701,"羶","sian1",,"s","ian",1,"sian1","時","堅"
702,"𠑣","sian1",,"s","ian",1,"sian1","時","堅"
703,"煙","qian1",,"q","ian",1,"ian1","英","堅"
704,"烟","qian1",,"q","ian",1,"ian1","英","堅"
705,"菸","qian1",,"q","ian",1,"ian1","英","堅"
706,"湮","qian1",,"q","ian",1,"ian1","英","堅"
707,"咽","qian1",,"q","ian",1,"ian1","英","堅"
708,"胭","qian1",,"q","ian",1,"ian1","英","堅"
709,"臙","qian1",,"q","ian",1,"ian1","英","堅"
710,"燕","qian1",,"q","ian",1,"ian1","英","堅"
711,"漹","qian1",,"q","ian",1,"ian1","英","堅"
712,"嫣","qian1",,"q","ian",1,"ian1","英","堅"
713,"鄢","qian1",,"q","ian",1,"ian1","英","堅"
714,"淵","qian1",,"q","ian",1,"ian1","英","堅"
715,"𣶒","qian1",,"q","ian",1,"ian1","英","堅"
716,"鳶","qian1",,"q","ian",1,"ian1","英","堅"
717,"䗡","qian1",,"q","ian",1,"ian1","英","堅"
718,"焉","qian1",,"q","ian",1,"ian1","英","堅"
719,"姻","qian1",,"q","ian",1,"ian1","英","堅"
720,"婣","qian1",,"q","ian",1,"ian1","英","堅"
721,"闉","qian1",,"q","ian",1,"ian1","英","堅"
722,"甄","qian1",,"q","ian",1,"ian1","英","堅"
723,"千","chhian1",,"chh","ian",1,"tshian1","出","堅"
724,"仟","chhian1",,"chh","ian",1,"tshian1","出","堅"
725,"芊","chhian1",,"chh","ian",1,"tshian1","出","堅"
726,"阡","chhian1",,"chh","ian",1,"tshian1","出","堅"
727,"𢳍","chhian1",,"chh","ian",1,"tshian1","出","堅"
728,"蹮","chhian1",,"chh","ian",1,"tshian1","出","堅"
729,"遷","chhian1",,"chh","ian",1,"tshian1","出","堅"
730,"櫏","chhian1",,"chh","ian",1,"tshian1","出","堅"
731,"躚","chhian1",,"chh","ian",1,"tshian1","出","堅"
732,"韆","chhian1",,"chh","ian",1,"tshian1","出","堅"
733,"燀","chhian1",,"chh","ian",1,"tshian1","出","堅"
734,"迁","chhian1",,"chh","ian",1,"tshian1","出","堅"
735,"軒","hian1",,"h","ian",1,"hian1","喜","堅"
736,"掀","hian1",,"h","ian",1,"hian1","喜","堅"
737,"仚","hian1",,"h","ian",1,"hian1","喜","堅"
738,"蓒","hian1",,"h","ian",1,"hian1","喜","堅"
739,"璉","lian2",,"l","ian",2,"lian2","柳","堅"
740,"僆","lian2",,"l","ian",2,"lian2","柳","堅"
741,"摙","lian2",,"l","ian",2,"lian2","柳","堅"
742,"輦","lian2",,"l","ian",2,"lian2","柳","堅"
743,"撚","lian2",,"l","ian",2,"lian2","柳","堅"
744,"輾","lian2",,"l","ian",2,"lian2","柳","堅"
745,"碾","lian2",,"l","ian",2,"lian2","柳","堅"
746,"蹨","lian2",,"l","ian",2,"lian2","柳","堅"
747,"扁","pian2",,"p","ian",2,"pian2","邊","堅"
748,"匾","pian2",,"p","ian",2,"pian2","邊","堅"
749,"褊","pian2",,"p","ian",2,"pian2","邊","堅"
750,"砭","pian2",,"p","ian",2,"pian2","邊","堅"
751,"蝙","pian2",,"p","ian",2,"pian2","邊","堅"
752,"騙","pian2",,"p","ian",2,"pian2","邊","堅"
753,"稨","pian2",,"p","ian",2,"pian2","邊","堅"
754,"藊","pian2",,"p","ian",2,"pian2","邊","堅"
755,"貶","pian2",,"p","ian",2,"pian2","邊","堅"
756,"蹇","kian2",,"k","ian",2,"kian2","求","堅"
757,"䮿","kian2",,"k","ian",2,"kian2","求","堅"
758,"健","kian2",,"k","ian",2,"kian2","求","堅"
759,"𧮈","kian2",,"k","ian",2,"kian2","求","堅"
760,"謇","kian2",,"k","ian",2,"kian2","求","堅"
761,"梘","kian2",,"k","ian",2,"kian2","求","堅"
762,"筧","kian2",,"k","ian",2,"kian2","求","堅"
763,"罥","kian2",,"k","ian",2,"kian2","求","堅"
764,"囝","kian2",,"k","ian",2,"kian2","求","堅"
765,"𠐻","kian2",,"k","ian",2,"kian2","求","堅"
766,"𠎾","kian2",,"k","ian",2,"kian2","求","堅"
767,"褰","kian2",,"k","ian",2,"kian2","求","堅"
768,"䙭","kian2",,"k","ian",2,"kian2","求","堅"
769,"犬","khian2",,"kh","ian",2,"khian2","去","堅"
770,"畎","khian2",,"kh","ian",2,"khian2","去","堅"
771,"甽","khian2",,"kh","ian",2,"khian2","去","堅"
772,"𤰝","khian2",,"kh","ian",2,"khian2","去","堅"
773,"遣","khian2",,"kh","ian",2,"khian2","去","堅"
774,"㹂","khian2",,"kh","ian",2,"khian2","去","堅"
775,"繾","khian2",,"kh","ian",2,"khian2","去","堅"
776,"展","tian2",,"t","ian",2,"tian2","地","堅"
777,"輾","tian2",,"t","ian",2,"tian2","地","堅"
778,"典","tian2",,"t","ian",2,"tian2","地","堅"
779,"惼","phian2",,"ph","ian",2,"phian2","頗","堅"
780,"倎","thian2",,"th","ian",2,"thian2","他","堅"
781,"琠","thian2",,"th","ian",2,"thian2","他","堅"
782,"腆","thian2",,"th","ian",2,"thian2","他","堅"
783,"覥","thian2",,"th","ian",2,"thian2","他","堅"
784,"靦","thian2",,"th","ian",2,"thian2","他","堅"
785,"殄","thian2",,"th","ian",2,"thian2","他","堅"
786,"蚕","thian2",,"th","ian",2,"thian2","他","堅"
787,"䗝","thian2",,"th","ian",2,"thian2","他","堅"
788,"翦","chian2",,"ch","ian",2,"tsian2","曾","堅"
789,"俴","chian2",,"ch","ian",2,"tsian2","曾","堅"
790,"僎","chian2",,"ch","ian",2,"tsian2","曾","堅"
791,"棧","chian2",,"ch","ian",2,"tsian2","曾","堅"
792,"踐","chian2",,"ch","ian",2,"tsian2","曾","堅"
793,"餞","chian2",,"ch","ian",2,"tsian2","曾","堅"
794,"戩","chian2",,"ch","ian",2,"tsian2","曾","堅"
795,"剪","chian2",,"ch","ian",2,"tsian2","曾","堅"
796,"揃","chian2",,"ch","ian",2,"tsian2","曾","堅"
797,"臇","chian2",,"ch","ian",2,"tsian2","曾","堅"
798,"謭","chian2",,"ch","ian",2,"tsian2","曾","堅"
799,"橪","jian2",,"j","ian",2,"jian2","入","堅"
800,"蹨","jian2",,"j","ian",2,"jian2","入","堅"
801,"洗","sian2",,"s","ian",2,"sian2","時","堅"
802,"㒄","sian2",,"s","ian",2,"sian2","時","堅"
803,"僤","sian2",,"s","ian",2,"sian2","時","堅"
804,"箲","sian2",,"s","ian",2,"sian2","時","堅"
805,"筅","sian2",,"s","ian",2,"sian2","時","堅"
806,"跣","sian2",,"s","ian",2,"sian2","時","堅"
807,"尠","sian2",,"s","ian",2,"sian2","時","堅"
808,"洒","sian2",,"s","ian",2,"sian2","時","堅"
809,"癬","sian2",,"s","ian",2,"sian2","時","堅"
810,"蘚","sian2",,"s","ian",2,"sian2","時","堅"
811,"毨","sian2",,"s","ian",2,"sian2","時","堅"
812,"㾌","sian2",,"s","ian",2,"sian2","時","堅"
813,"銑","sian2",,"s","ian",2,"sian2","時","堅"
814,"燹","sian2",,"s","ian",2,"sian2","時","堅"
815,"𩨡","sian2",,"s","ian",2,"sian2","時","堅"
816,"獮","sian2",,"s","ian",2,"sian2","時","堅"
817,"鮮","sian2",,"s","ian",2,"sian2","時","堅"
818,"𣭡","sian2",,"s","ian",2,"sian2","時","堅"
819,"偃","qian2",,"q","ian",2,"ian2","英","堅"
820,"堰","qian2",,"q","ian",2,"ian2","英","堅"
821,"鰋","qian2",,"q","ian",2,"ian2","英","堅"
822,"鶠","qian2",,"q","ian",2,"ian2","英","堅"
823,"衍","qian2",,"q","ian",2,"ian2","英","堅"
824,"演","qian2",,"q","ian",2,"ian2","英","堅"
825,"兖","qian2",,"q","ian",2,"ian2","英","堅"
826,"𠻤","qian2",,"q","ian",2,"ian2","英","堅"
827,"琰","qian2",,"q","ian",2,"ian2","英","堅"
828,"免","bian2",,"b","ian",2,"bian2","門","堅"
829,"丏","bian2",,"b","ian",2,"bian2","門","堅"
830,"沔","bian2",,"b","ian",2,"bian2","門","堅"
831,"俛","bian2",,"b","ian",2,"bian2","門","堅"
832,"勉","bian2",,"b","ian",2,"bian2","門","堅"
833,"娩","bian2",,"b","ian",2,"bian2","門","堅"
834,"鮸","bian2",,"b","ian",2,"bian2","門","堅"
835,"冕","bian2",,"b","ian",2,"bian2","門","堅"
836,"湎","bian2",,"b","ian",2,"bian2","門","堅"
837,"緬","bian2",,"b","ian",2,"bian2","門","堅"
838,"硏","gian2",,"g","ian",2,"gian2","語","堅"
839,"齴","gian2",,"g","ian",2,"gian2","語","堅"
840,"訮","gian2",,"g","ian",2,"gian2","語","堅"
841,"研","gian2",,"g","ian",2,"gian2","語","堅"
842,"淺","chhian2",,"chh","ian",2,"tshian2","出","堅"
843,"幝","chhian2",,"chh","ian",2,"tshian2","出","堅"
844,"闡","chhian2",,"chh","ian",2,"tshian2","出","堅"
845,"𢱟","chhian2",,"chh","ian",2,"tshian2","出","堅"
846,"盞","chhian2",,"chh","ian",2,"tshian2","出","堅"
847,"棧","chhian2",,"chh","ian",2,"tshian2","出","堅"
848,"殫","chhian2",,"chh","ian",2,"tshian2","出","堅"
849,"顯","hian2",,"h","ian",2,"hian2","喜","堅"
850,"顕","hian2",,"h","ian",2,"hian2","喜","堅"
851,"咺","hian2",,"h","ian",2,"hian2","喜","堅"
852,"睍","hian2",,"h","ian",2,"hian2","喜","堅"
853,"蜆","hian2",,"h","ian",2,"hian2","喜","堅"
854,"俔","hian2",,"h","ian",2,"hian2","喜","堅"
855,"峴","hian2",,"h","ian",2,"hian2","喜","堅"
856,"粯","hian2",,"h","ian",2,"hian2","喜","堅"
857,"臔","hian2",,"h","ian",2,"hian2","喜","堅"
858,"誢","hian2",,"h","ian",2,"hian2","喜","堅"
859,"徧","pian3",,"p","ian",3,"pian3","邊","堅"
860,"遍","pian3",,"p","ian",3,"pian3","邊","堅"
861,"窆","pian3",,"p","ian",3,"pian3","邊","堅"
862,"變","pian3",,"p","ian",3,"pian3","邊","堅"
863,"見","kian3",,"k","ian",3,"kian3","求","堅"
864,"建","kian3",,"k","ian",3,"kian3","求","堅"
865,"俔","khian3",,"kh","ian",3,"khian3","去","堅"
866,"𠋵","khian3",,"kh","ian",3,"khian3","去","堅"
867,"牽","khian3",,"kh","ian",3,"khian3","去","堅"
868,"譴","khian3",,"kh","ian",3,"khian3","去","堅"
869,"摼","khian3",,"kh","ian",3,"khian3","去","堅"
870,"𣢥","tian3",,"t","ian",3,"tian3","地","堅"
871,"片","phian3",,"ph","ian",3,"phian3","頗","堅"
872,"騙","phian3",,"ph","ian",3,"phian3","頗","堅"
873,"瑱","thian3",,"th","ian",3,"thian3","他","堅"
874,"戰","chian3",,"ch","ian",3,"tsian3","曾","堅"
875,"濺","chian3",,"ch","ian",3,"tsian3","曾","堅"
876,"洊","chian3",,"ch","ian",3,"tsian3","曾","堅"
877,"箭","chian3",,"ch","ian",3,"tsian3","曾","堅"
878,"荐","chian3",,"ch","ian",3,"tsian3","曾","堅"
879,"顫","chian3",,"ch","ian",3,"tsian3","曾","堅"
880,"薦","chian3",,"ch","ian",3,"tsian3","曾","堅"
881,"𧂁","chian3",,"ch","ian",3,"tsian3","曾","堅"
882,"籛","chian3",,"ch","ian",3,"tsian3","曾","堅"
883,"扇","sian3",,"s","ian",3,"sian3","時","堅"
884,"煽","sian3",,"s","ian",3,"sian3","時","堅"
885,"搧","sian3",,"s","ian",3,"sian3","時","堅"
886,"先","sian3",,"s","ian",3,"sian3","時","堅"
887,"騸","sian3",,"s","ian",3,"sian3","時","堅"
888,"綫","sian3",,"s","ian",3,"sian3","時","堅"
889,"線","sian3",,"s","ian",3,"sian3","時","堅"
890,"傓","sian3",,"s","ian",3,"sian3","時","堅"
891,"燕","qian3",,"q","ian",3,"ian3","英","堅"
892,"傿","qian3",,"q","ian",3,"ian3","英","堅"
893,"嬿","qian3",,"q","ian",3,"ian3","英","堅"
894,"嚥","qian3",,"q","ian",3,"ian3","英","堅"
895,"咽","qian3",,"q","ian",3,"ian3","英","堅"
896,"宴","qian3",,"q","ian",3,"ian3","英","堅"
897,"讌","qian3",,"q","ian",3,"ian3","英","堅"
898,"䞁","qian3",,"q","ian",3,"ian3","英","堅"
